FileName,Label,FileContent
DotPNGExportPlugin.java,graphviz-6.9.256,"['io', 'file', 'io', 'ioexcept', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uiexport', 'plugin', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uitopia', 'variant', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'variant', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'png', 'org', 'processmining', 'plugins', 'graphviz', 'dot', 'plugins']"
DotSVGExportPlugin.java,graphviz-6.9.256,"['io', 'file', 'io', 'ioexcept', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uiexport', 'plugin', 'org', 'processmin', 'context', 'uitopia', 'annot', 'uitopia', 'variant', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'variant', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'svg', 'org', 'processmining', 'plugins', 'graphviz', 'dot', 'plugins']"
DotPanel.java,graphviz-6.9.256,"['awt', 'color', 'awt', 'point', 'awt', 'event', 'action', 'event', 'awt', 'event', 'input', 'event', 'awt', 'event', 'key', 'event', 'awt', 'event', 'mous', 'adapt', 'awt', 'event', 'mous', 'event', 'awt', 'geom', 'point', 'd', 'io', 'ioexcept', 'io', 'input', 'stream', 'net', 'uri', 'util', 'collect', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'iter', 'util', 'list', 'util', 'set', 'util', 'concurr', 'copi', 'on', 'write', 'array', 'list', 'javax', 'swing', 'abstract', 'action', 'javax', 'swing', 'action', 'javax', 'swing', 'key', 'stroke', 'javax', 'swing', 'swing', 'util', 'org', 'processmin', 'plugin', 'graphviz', 'colour', 'map', 'colour', 'map', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'graph', 'direct', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'imag', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'imag', 'type', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'edg', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'element', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'node', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'dot', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'dot', 'element', 'select', 'listen', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'graph', 'chang', 'listen', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'graph', 'chang', 'listen', 'graph', 'chang', 'reason', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'mous', 'in', 'element', 'chang', 'listen', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'select', 'chang', 'listen', 'com', 'kitfox', 'svg', 'group', 'com', 'kitfox', 'svg', 'render', 'element', 'com', 'kitfox', 'svg', 'svgdiagram', 'com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgelement', 'except', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgunivers', 'com', 'kitfox', 'svg', 'anim', 'anim', 'element', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation']"
DotPanelUserSettings.java,graphviz-6.9.256,"['util', 'local', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'graph', 'direct', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation']"
DotVisualisation.java,graphviz-6.9.256,"['javax', 'swing', 'jcompon', 'org', 'processmin', 'context', 'uitopia', 'annot', 'visual', 'org', 'processmin', 'framework', 'plugin', 'plugin', 'context', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'level', 'org', 'processmin', 'framework', 'plugin', 'annot', 'plugin', 'variant', 'org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation']"
ExportDialog.java,graphviz-6.9.256,"['io', 'file', 'util', 'array', 'util', 'pref', 'prefer', 'javax', 'swing', 'jfile', 'chooser', 'javax', 'swing', 'joption', 'pane', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
Exporter.java,graphviz-6.9.256,"['io', 'file', 'javax', 'swing', 'filechoos', 'file', 'filter', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterDot.java,graphviz-6.9.256,"['io', 'file', 'io', 'print', 'writer', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'dot', 'panel', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterEMF.java,graphviz-6.9.256,"['awt', 'dimens', 'io', 'file', 'util', 'properti', 'org', 'freehep', 'graphic', 'd', 'vector', 'graphic', 'org', 'freehep', 'graphicsio', 'emf', 'emfgraph', 'd', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterEPS.java,graphviz-6.9.256,"['awt', 'dimens', 'io', 'file', 'util', 'properti', 'org', 'freehep', 'graphic', 'd', 'vector', 'graphic', 'org', 'freehep', 'graphicsio', 'ps', 'epsgraph', 'd', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterPDF.java,graphviz-6.9.256,"['awt', 'graphic', 'd', 'io', 'file', 'io', 'file', 'output', 'stream', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'com', 'itextpdf', 'awt', 'pdf', 'graphic', 'd', 'com', 'itextpdf', 'text', 'document', 'com', 'itextpdf', 'text', 'rectangl', 'com', 'itextpdf', 'text', 'pdf', 'pdf', 'content', 'byte', 'com', 'itextpdf', 'text', 'pdf', 'pdf', 'writer', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterPNG.java,graphviz-6.9.256,"['awt', 'graphic', 'd', 'awt', 'render', 'hint', 'awt', 'imag', 'buffer', 'imag', 'io', 'file', 'javax', 'imageio', 'imag', 'io', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
ExporterSVG.java,graphviz-6.9.256,"['awt', 'dimens', 'io', 'file', 'util', 'properti', 'org', 'freehep', 'graphic', 'd', 'vector', 'graphic', 'org', 'freehep', 'graphicsio', 'svg', 'svggraphic', 'd', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'navig', 'svgpanel', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'export']"
DotElementSelectionListener.java,graphviz-6.9.256,"['org', 'processmin', 'plugin', 'graphviz', 'dot', 'dot', 'element', 'com', 'kitfox', 'svg', 'svgdiagram', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
ElementSelectionListener.java,graphviz-6.9.256,"['org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
GraphChangedListener.java,graphviz-6.9.256,"['org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
ImageTransformationChangedListener.java,graphviz-6.9.256,"['awt', 'geom', 'affin', 'transform', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
MouseInElementsChangedListener.java,graphviz-6.9.256,"['util', 'set', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
SelectionChangedListener.java,graphviz-6.9.256,"['util', 'set', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation', 'listeners']"
NavigableSVGPanel.java,graphviz-6.9.256,"['awt', 'basic', 'stroke', 'awt', 'color', 'awt', 'dimens', 'awt', 'font', 'awt', 'font', 'metric', 'awt', 'graphic', 'awt', 'graphic', 'd', 'awt', 'point', 'awt', 'polygon', 'awt', 'rectangl', 'awt', 'render', 'hint', 'awt', 'stroke', 'awt', 'event', 'action', 'event', 'awt', 'event', 'compon', 'adapt', 'awt', 'event', 'compon', 'event', 'awt', 'event', 'input', 'event', 'awt', 'event', 'key', 'event', 'awt', 'event', 'mous', 'event', 'awt', 'event', 'mous', 'listen', 'awt', 'event', 'mous', 'motion', 'listen', 'awt', 'event', 'mous', 'wheel', 'event', 'awt', 'event', 'mous', 'wheel', 'listen', 'awt', 'geom', 'affin', 'transform', 'awt', 'geom', 'arc', 'd', 'awt', 'geom', 'noninvert', 'transform', 'except', 'awt', 'geom', 'point', 'd', 'awt', 'print', 'page', 'format', 'awt', 'print', 'printabl', 'awt', 'print', 'printer', 'except', 'awt', 'print', 'printer', 'job', 'util', 'array', 'list', 'util', 'array', 'util', 'list', 'javax', 'swing', 'abstract', 'action', 'javax', 'swing', 'action', 'javax', 'swing', 'jcompon', 'javax', 'swing', 'jpanel', 'javax', 'swing', 'key', 'stroke', 'javax', 'swing', 'swing', 'util', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'dialog', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'emf', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'ep', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'pdf', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'png', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'export', 'export', 'svg', 'org', 'processmin', 'plugin', 'graphviz', 'visualis', 'listen', 'imag', 'transform', 'chang', 'listen', 'com', 'kitfox', 'svg', 'svgdiagram', 'com', 'kitfox', 'svg', 'svgexcept', 'org', 'processmining', 'plugins', 'graphviz', 'visualisation']"
A.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'net', 'uri', 'com', 'kitfox', 'svg']"
Animate.java,kitfox-6.9.6,"['awt', 'color', 'awt', 'geom', 'affin', 'transform', 'awt', 'geom', 'gener', 'path', 'awt', 'geom', 'path', 'iter', 'util', 'log', 'level', 'util', 'log', 'logger', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'svgconst', 'com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'xml', 'color', 'tabl', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'com', 'kitfox', 'svg', 'xml', 'xmlpars', 'util', 'com', 'kitfox', 'svg', 'animation']"
AnimateBase.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgconst', 'com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'anim', 'parser', 'pars', 'except', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'io', 'reader', 'util', 'log', 'level', 'util', 'log', 'logger', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'animation']"
AnimateColor.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'xml', 'color', 'tabl', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'awt', 'color', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'animation']"
AnimateColorIface.java,kitfox-6.9.6,"['awt', 'com', 'kitfox', 'svg', 'animation']"
AnimateMotion.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'awt', 'geom', 'affin', 'transform', 'awt', 'geom', 'gener', 'path', 'awt', 'geom', 'path', 'iter', 'awt', 'geom', 'point', 'd', 'util', 'array', 'list', 'util', 'iter', 'util', 'regex', 'matcher', 'util', 'regex', 'pattern', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'animation']"
AnimateTransform.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'com', 'kitfox', 'svg', 'xml', 'xmlpars', 'util', 'awt', 'geom', 'affin', 'transform', 'util', 'regex', 'pattern', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'animation']"
AnimateXform.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'awt', 'geom', 'affin', 'transform', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'animation']"
AnimationElement.java,kitfox-6.9.6,"['io', 'reader', 'util', 'log', 'level', 'util', 'log', 'logger', 'org', 'xml', 'sax', 'attribut', 'org', 'xml', 'sax', 'saxexcept', 'com', 'kitfox', 'svg', 'svgconst', 'com', 'kitfox', 'svg', 'svgelement', 'com', 'kitfox', 'svg', 'svgexcept', 'com', 'kitfox', 'svg', 'svgloader', 'helper', 'com', 'kitfox', 'svg', 'anim', 'parser', 'anim', 'time', 'parser', 'com', 'kitfox', 'svg', 'anim', 'parser', 'pars', 'except', 'com', 'kitfox', 'svg', 'xml', 'style', 'attribut', 'com', 'kitfox', 'svg', 'animation']"
AnimationTimeEval.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation']"
Bezier.java,kitfox-6.9.6,"['awt', 'geom', 'point', 'd', 'util', 'array', 'com', 'kitfox', 'svg', 'animation']"
AnimTimeParser.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgconst', 'com', 'kitfox', 'svg', 'anim', 'time', 'base', 'com', 'kitfox', 'svg', 'anim', 'time', 'compound', 'com', 'kitfox', 'svg', 'anim', 'time', 'discret', 'com', 'kitfox', 'svg', 'anim', 'time', 'indefinit', 'com', 'kitfox', 'svg', 'anim', 'time', 'lookup', 'com', 'kitfox', 'svg', 'anim', 'time', 'sum', 'io', 'reader', 'util', 'array', 'list', 'util', 'log', 'level', 'util', 'log', 'logger', 'com', 'kitfox', 'svg', 'animation', 'parser']"
AnimTimeParserConstants.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
AnimTimeParserTokenManager.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'svgconst', 'com', 'kitfox', 'svg', 'anim', 'time', 'base', 'com', 'kitfox', 'svg', 'anim', 'time', 'compound', 'com', 'kitfox', 'svg', 'anim', 'time', 'discret', 'com', 'kitfox', 'svg', 'anim', 'time', 'indefinit', 'com', 'kitfox', 'svg', 'anim', 'time', 'lookup', 'com', 'kitfox', 'svg', 'anim', 'time', 'sum', 'io', 'reader', 'util', 'array', 'list', 'util', 'log', 'level', 'util', 'log', 'logger', 'com', 'kitfox', 'svg', 'animation', 'parser']"
AnimTimeParserTreeConstants.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
ASTEventTime.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
ASTExpr.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
ASTIndefiniteTime.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
ASTInteger.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
ASTLiteralTime.java,kitfox-6.9.6,"['com', 'kitfox', 'svg', 'animation', 'parser']"
