FileName,Label,FileContent
ColourMap.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public abstract class ColourMap {
	public abstract Color colour(long weight, long maxWeight);

	public abstract Color colour(double value);

	@Deprecated
	public Color colour3(long weight, long min, long max) {
		if (max == min) {
			return colour(weight, weight);
		}
		return colour(weight - min, max - min);
	}

	public Color colour(long weight, long min, long max) {
		if (max == min) {
			return colour(weight, weight);
		}
		return colour(weight - min, max - min);
	}

	public Color colour(double weight, double min, double max) {
		if (max == min) {
			return colour(1);
		}
		double x = (weight - min) / (max-min);
		
		return colour(x);
	}

	public String colourString(long weight, long min, long max) {
		return toHexString(colour(weight, min, max));
	}

	public static String toHexString(Color colour) {
		return ""#"" + toHex(colour.getRed()) + toHex(colour.getGreen()) + toHex(colour.getBlue());
	}

	public static String toHex(int i) {
		String s = Integer.toHexString(i);
		if (s.length() == 2) {
			return s;
		} else {
			return ""0"" + s;
		}
	}
}
"
ColourMapBlackBody.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapBlackBody extends ColourMap {

	public Color colour(long weight, long maxWeight) {
		return ColourMaps.colourMapBlackBody(weight, maxWeight);
	}

	public Color colour(double value) {
		return ColourMaps.colourMapBlackBody(value);
	}

}
"
ColourMapBlue.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;


public class ColourMapBlue extends ColourMap {

	public Color colour(long weight, long maxWeight) {
		return ColourMaps.colourMapBlue(weight, maxWeight);
	}
	
	public Color colour(double value) {
		return ColourMaps.colourMapBlue(value);
	}
}
"
ColourMapFixed.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapFixed extends ColourMap {
	private Color colour;

	public ColourMapFixed(Color colour) {
		this.colour = colour;
	}

	public Color colour(long weight, long maxWeight) {
		return colour;
	}

	public Color colour(double value) {
		return colour;
	}
}
"
ColourMapFixedOpacity.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapFixedOpacity extends ColourMap {
	private final ColourMap base;
	private final int opacity;

	public ColourMapFixedOpacity(ColourMap base, float opacity) {
		this.base = base;
		this.opacity = (int) (opacity * 255);
	}

	public Color colour(long weight, long maxWeight) {
		Color colour = base.colour(weight, maxWeight);
		return new Color(colour.getRed(), colour.getGreen(), colour.getBlue(), opacity);
	}

	public Color colour(double value) {
		Color colour = base.colour(value);
		return new Color(colour.getRed(), colour.getGreen(), colour.getBlue(), opacity);
	}

}
"
ColourMapGreen.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapGreen extends ColourMap {

	public Color colour(long weight, long maxWeight) {
		return ColourMaps.colourMapGreen(weight, maxWeight);
	}

	public Color colour(double value) {
		return ColourMaps.colourMapGreen(value);
	}

}
"
ColourMapGreyBlack.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapGreyBlack extends ColourMap {

	public Color colour(long weight, long maxWeight) {
		return ColourMaps.colourMapGreyBlack(weight, maxWeight);
	}

	public Color colour(double value) {
		return ColourMaps.colourMapGreyBlack(value);
	}

}
"
ColourMapInterpolate.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

/**
 * Interpolates a list of colours.
 * 
 * @author sander
 *
 */
public abstract class ColourMapInterpolate extends ColourMap {

	protected abstract float[][] getData();

	public Color colour(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;
		return colour(x);
	}

	public Color colour(double x) {
		float[][] data = getData();
		int indexBelow = (int) Math.floor((data.length - 1) * x);
		int indexAbove = (int) Math.ceil((data.length - 1) * x);
		if (indexBelow == indexAbove) {
			return new Color(data[indexAbove][0], data[indexAbove][1], data[indexAbove][2]);
		}

		float r = interpolate(data[indexBelow][0], data[indexAbove][0], indexBelow, indexAbove, (data.length - 1) * x);
		float g = interpolate(data[indexBelow][1], data[indexAbove][1], indexBelow, indexAbove, (data.length - 1) * x);
		float b = interpolate(data[indexBelow][2], data[indexAbove][2], indexBelow, indexAbove, (data.length - 1) * x);
		return new Color(r, g, b);
	}

	public float interpolate(float fromY, float toY, float fromX, float toX, double X) {
		return (float) (fromY - ((fromY - toY) * (fromX - X) / (fromX - toX)));
	}
}
"
ColourMapLightBlue.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapLightBlue extends ColourMap {

	public Color colour(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		x = (x * 0.25f) + 0.1f;
		return new Color(1 - x, 1 - x, 1);
	}
	
	public Color colour(double x) {
		x = (x * 0.25f) + 0.1f;
		return new Color((float) (1 - x), (float) (1 - x), 1);
	}

}
"
ColourMapOpacity.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapOpacity extends ColourMap {
	private final ColourMap base;

	public ColourMapOpacity(ColourMap base) {
		this.base = base;
	}

	public Color colour(long weight, long maxWeight) {
		float opacity = weight / (float) maxWeight;
		Color colour = base.colour(weight, maxWeight);
		return new Color(colour.getRed(), colour.getGreen(), colour.getBlue(), opacity);
	}

	public Color colour(double opacity) {
		Color colour = base.colour(opacity);
		return new Color(colour.getRed(), colour.getGreen(), colour.getBlue(), (float) opacity);
	}

}
"
ColourMapRed.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMapRed extends ColourMap {
	
	public Color colour(long weight, long maxWeight) {
		return ColourMaps.colourMapRed(weight, maxWeight);
	}
	
	public Color colour(double value) {
		return ColourMaps.colourMapRed(value);
	}

}
"
ColourMaps.java,graphviz-6.9.256,"package org.processmining.plugins.graphviz.colourMaps;

import java.awt.Color;

public class ColourMaps {
	public static Color colourMapBlackBody(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		/*
		 * //blue-yellow x = (x * (float) 0.5) + (float) 0.5; return new
		 * Color(x, x, 1-x);
		 */
		x = (x * (float) 0.75) + (float) 0.25;

		//black-body
		return new Color(Math.min(Math.max((1 - x) * 3, 0), 1),
				Math.min(Math.max((((1 - x) - 1 / (float) 3) * 3), 0), 1),
				Math.min(Math.max((((1 - x) - 2 / (float) 3) * 3), 0), 1));
	}

	public static Color colourMapBlackBody(double x) {
		/*
		 * //blue-yellow x = (x * (float) 0.5) + (float) 0.5; return new
		 * Color(x, x, 1-x);
		 */
		x = (x * (float) 0.75) + (float) 0.25;

		//black-body
		return new Color((float) (Math.min(Math.max((1 - x) * 3, 0), 1)),
				(float) (Math.min(Math.max((((1 - x) - 1 / 3) * 3), 0), 1)),
				(float) (Math.min(Math.max((((1 - x) - 2 / 3) * 3), 0), 1)));
	}

	public static Color colourMapRed(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		x = (x * (float) 0.5) + (float) 0.5;
		return new Color(1, 1 - x, 1 - x);
	}

	public static Color colourMapRed(double x) {
		x = (x * 0.5) + 0.5;
		return new Color(1, (float) (1 - x), (float) (1 - x));
	}

	public static Color colourMapGreen(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		x = (x * (float) 0.75) + (float) 0.25;
		return new Color(1 - x, 1, 1 - x);
	}

	public static Color colourMapGreen(double x) {
		x = (x * 0.75) + 0.25;
		return new Color((float) (1 - x), 1, (float) (1 - x));
	}

	public static Color colourMapBlue(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		x = (x * (float) 0.75) + (float) 0.25;
		return new Color(1 - x, 1 - x, 1);
	}

	public static Color colourMapBlue(double x) {
		x = (x * 0.75) + 0.25;
		return new Color((float) (1 - x), (float) (1 - x), 1);
	}

	public static Color colourMapGreyBlack(long weight, long maxWeight) {
		float x = weight / (float) maxWeight;

		x = (x * (float) 0.6) + (float) 0.4;
		return new Color(1 - x, 1 - x, 1 - x);
	}

	public static Color colourMapGreyBlack(double x) {
		x = (x * 0.6) + 0.4;
		return new Color((float) (1 - x), (float) (1 - x), (float) (1 - x));
	}

	public static double getLuma(Color colour) {
		int R = colour.getRed();
		int G = colour.getGreen();
		int B = colour.getBlue();
		return 0.299 * R + 0.587 * G + 0.114 * B;
	}
}
"
